type,category,subject,topic,input,output,difficulty,language,source,dataset_tag
qna,science,physics,thermodynamics,What does the first law of thermodynamics state?,The first law of thermodynamics states that energy cannot be created or destroyed: the change in a system's internal energy equals the heat added to it minus the work it does on its surroundings.,intermediate,en,facts_yaml,facts
qna,science,physics,thermodynamics,What does the second law of thermodynamics state?,"The second law of thermodynamics states that the total entropy of an isolated system never decreases over time. One consequence is that heat flows spontaneously from hotter bodies to colder ones, never the reverse without external work.",intermediate,en,facts_yaml,facts
qna,science,physics,thermodynamics,What does the zeroth law of thermodynamics state?,"The zeroth law states that if two systems are each in thermal equilibrium with a third system, they are in thermal equilibrium with each other. It provides the logical basis for measuring temperature with a thermometer.",intermediate,en,facts_yaml,facts
qna,science,physics,thermodynamics,Why can no heat engine be 100 percent efficient?,"A heat engine must reject some heat to a colder reservoir to operate, as required by the second law of thermodynamics. The maximum possible efficiency is the Carnot efficiency, 1 − Tc/Th, which is always less than 1 for any real cold-reservoir temperature above absolute zero.",advanced,en,facts_yaml,facts
qna,science,physics,thermodynamics,Why does water boil at a lower temperature at high altitude?,"Atmospheric pressure is lower at high altitude, and water boils when its vapor pressure equals the surrounding pressure. Less pressure means this point is reached at a lower temperature, so water on a high mountain boils below 100 °C.",beginner,en,facts_yaml,facts
qna,science,physics,thermodynamics,Why do bridges and railway tracks have expansion gaps?,Most materials expand when heated and contract when cooled. Expansion gaps give bridges and rails room to change length with temperature without buckling or cracking.,beginner,en,facts_yaml,facts
qna,science,physics,waves,What is a standing wave?,"A standing wave is a wave pattern that appears to stay in place, formed when two identical waves travel in opposite directions and interfere. It has fixed points of zero amplitude called nodes and points of maximum amplitude called antinodes, as seen on a vibrating guitar string.",intermediate,en,facts_yaml,facts
qna,science,physics,sound,Why do we see lightning before we hear thunder?,"Light travels at about 300,000 kilometers per second, while sound travels at only about 343 meters per second in air. The flash therefore reaches us almost instantly, while the thunder arrives later.",beginner,en,facts_yaml,facts
qna,science,physics,sound,Why does sound travel faster in solids than in air?,"Sound speed depends on how stiff a medium is relative to its density. Particles in solids are tightly bound, so vibrations are passed along much more quickly than in air, where molecules are far apart and weakly coupled.",intermediate,en,facts_yaml,facts
qna,science,physics,optics,What is the speed of light in a vacuum?,"The speed of light in a vacuum is exactly 299,792,458 meters per second, often rounded to 3.0 × 10⁸ m/s. It is the same for all observers and is the maximum speed at which information can travel.",beginner,en,facts_yaml,facts
qna,science,physics,optics,What is total internal reflection?,"Total internal reflection occurs when light traveling in a denser medium strikes the boundary with a less dense medium at an angle greater than the critical angle. Instead of refracting out, all the light is reflected back, which is the principle behind optical fibers.",intermediate,en,facts_yaml,facts
qna,science,physics,optics,Why is the sky blue?,"Sunlight is scattered by gas molecules in the atmosphere, and shorter wavelengths such as blue are scattered much more strongly than longer red wavelengths. This process, called Rayleigh scattering, sends blue light across the whole sky.",beginner,en,facts_yaml,facts
qna,science,physics,optics,How does a prism split white light into colors?,"White light contains many wavelengths, and glass refracts each wavelength by a slightly different amount, bending violet the most and red the least. This spreading of light by wavelength is called dispersion.",beginner,en,facts_yaml,facts
qna,science,physics,optics,What is the focal length of a lens?,"The focal length is the distance from the center of a lens to its focal point, where parallel rays of light converge or appear to diverge from. A shorter focal length means a more strongly curved, more powerful lens.",beginner,en,facts_yaml,facts
qna,science,physics,optics,What is the difference between a converging lens and a diverging lens?,A converging (convex) lens is thicker in the middle and bends parallel light rays toward a focal point. A diverging (concave) lens is thinner in the middle and spreads parallel rays apart as if they came from a point behind the lens.,beginner,en,facts_yaml,facts
qna,science,physics,optics,What does Snell's law describe?,"Snell's law describes how light bends at the boundary between two media: n1 sin θ1 = n2 sin θ2, where n is the refractive index and θ is the angle from the normal. It allows the angle of a refracted ray to be calculated.",intermediate,en,facts_yaml,facts
qna,science,physics,electricity,What does Coulomb's law describe?,Coulomb's law describes the electrostatic force between two charges: it is proportional to the product of the charges and inversely proportional to the square of the distance between them. Like charges repel and opposite charges attract.,beginner,en,facts_yaml,facts
qna,science,physics,electricity,What is an electric dipole?,"An electric dipole is a pair of equal and opposite charges separated by a small distance. Many molecules, such as water, behave as dipoles because their electrons are unevenly distributed.",intermediate,en,facts_yaml,facts
qna,science,physics,electricity,Why can birds sit on a high-voltage power line without being electrocuted?,"Current flows only when there is a potential difference across a path. Both of the bird's feet are on the same wire at essentially the same voltage, so almost no current passes through its body.",beginner,en,facts_yaml,facts
qna,science,physics,circuits,Why are household appliances connected in parallel rather than in series?,"In a parallel circuit, each appliance receives the full supply voltage and can be switched on or off independently. In a series circuit, the voltage would be shared and one appliance failing or switching off would break the circuit for all of them.",beginner,en,facts_yaml,facts
qna,science,physics,circuits,What happens to the total resistance when more resistors are added in parallel?,"The total resistance decreases, because each new branch provides an additional path for current. The equivalent resistance of parallel resistors is always smaller than the smallest individual resistance.",intermediate,en,facts_yaml,facts
qna,science,physics,electricity,What is Joule heating?,"Joule heating is the production of heat when electric current flows through a resistor. The power converted to heat equals I²R, which is how toasters, electric heaters, and incandescent bulbs work.",intermediate,en,facts_yaml,facts
qna,science,physics,electricity,What is superconductivity?,"Superconductivity is a state in which certain materials, when cooled below a critical temperature, conduct electricity with zero electrical resistance. Superconductors also expel magnetic fields, and they are used in MRI magnets and particle accelerators.",advanced,en,facts_yaml,facts
qna,science,physics,electricity,Why does the resistance of a metal increase with temperature?,"As a metal heats up, its atoms vibrate more strongly. These vibrations scatter the moving electrons more often, obstructing their flow and increasing resistance.",intermediate,en,facts_yaml,facts
qna,science,physics,magnetism,How does an electromagnet work?,"An electromagnet is made by passing electric current through a coil of wire, usually wound around an iron core. The current creates a magnetic field that the core concentrates, and the magnetism can be switched off by stopping the current.",intermediate,en,facts_yaml,facts
qna,science,physics,magnetism,What is the right-hand rule in electromagnetism?,"The right-hand rule is a way to find directions in electromagnetism. For a current-carrying wire, if the right thumb points along the current, the curled fingers show the direction of the magnetic field circling the wire.",intermediate,en,facts_yaml,facts
qna,science,physics,magnetism,What is ferromagnetism?,"Ferromagnetism is the property of materials such as iron, nickel, and cobalt that allows them to become strongly magnetized. Their atomic magnetic moments align in regions called domains, and these can line up to produce a strong overall magnetic field.",intermediate,en,facts_yaml,facts
qna,science,physics,magnetism,What is the Curie temperature?,The Curie temperature is the temperature above which a ferromagnetic material loses its permanent magnetism. Thermal agitation becomes strong enough to destroy the alignment of its magnetic domains.,advanced,en,facts_yaml,facts
qna,science,physics,magnetism,Why does a compass needle point north?,A compass needle is a small magnet that aligns with Earth's magnetic field. Its north-seeking pole is attracted toward Earth's magnetic pole located near the geographic North Pole.,beginner,en,facts_yaml,facts
qna,science,physics,electromagnetism,What principle makes an electric motor turn?,"An electric motor works because a current-carrying conductor in a magnetic field experiences a force. In a motor, this force acts on a coil in opposite directions on its two sides, producing a torque that makes it rotate.",intermediate,en,facts_yaml,facts
qna,science,physics,electromagnetism,How does an electric generator produce electricity?,"A generator rotates a coil within a magnetic field, or a magnet within a coil. The changing magnetic flux through the coil induces a voltage, converting mechanical energy into electrical energy.",intermediate,en,facts_yaml,facts
qna,science,physics,electromagnetism,What is the order of the electromagnetic spectrum from longest to shortest wavelength?,"From longest to shortest wavelength, the electromagnetic spectrum is radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays. Shorter wavelengths carry more energy per photon.",beginner,en,facts_yaml,facts
qna,science,physics,electromagnetism,Why do X-rays pass through soft tissue but not through bone?,"Bone contains heavier elements such as calcium, which absorb X-rays much more strongly than the lighter elements in soft tissue. This difference in absorption creates the contrast seen in an X-ray image.",beginner,en,facts_yaml,facts
qna,science,physics,quantum_physics,What is the photoelectric effect?,"The photoelectric effect is the emission of electrons from a material when light shines on it. Electrons are released only if the light's frequency is above a threshold, which Einstein explained by treating light as particles called photons.",intermediate,en,facts_yaml,facts
qna,science,physics,quantum_physics,What is wave-particle duality?,"Wave-particle duality is the idea that light and matter show both wave-like and particle-like properties. Electrons, for example, can produce interference patterns like waves but are detected as individual particles.",intermediate,en,facts_yaml,facts
qna,science,physics,quantum_physics,What is the de Broglie wavelength?,"The de Broglie wavelength is the wavelength associated with a moving particle, given by λ = h/p, where h is Planck's constant and p is momentum. It is significant only for very small particles such as electrons.",advanced,en,facts_yaml,facts
qna,science,physics,quantum_physics,What does Heisenberg's uncertainty principle state?,"Heisenberg's uncertainty principle states that certain pairs of properties, such as position and momentum, cannot both be known with unlimited precision at the same time. The more precisely one is measured, the less precisely the other can be known.",advanced,en,facts_yaml,facts
qna,science,physics,quantum_physics,What is quantum tunneling?,"Quantum tunneling is the phenomenon in which a particle passes through an energy barrier that it could not cross according to classical physics. It occurs because a particle's wavefunction extends into and beyond the barrier, and it is essential to nuclear fusion in stars and to some electronic devices.",advanced,en,facts_yaml,facts
qna,science,physics,quantum_physics,What does the Pauli exclusion principle state?,The Pauli exclusion principle states that no two electrons (or other fermions) in the same system can occupy the same quantum state. It explains why electrons fill successive shells in atoms and underlies the structure of the periodic table.,advanced,en,facts_yaml,facts
qna,science,physics,atomic_physics,What is the Bohr model of the atom?,"The Bohr model describes electrons moving in fixed circular orbits, or energy levels, around the nucleus. Electrons absorb or emit light only when they jump between these levels, which explained the spectral lines of hydrogen.",intermediate,en,facts_yaml,facts
qna,science,physics,atomic_physics,Why does each element produce its own unique emission spectrum?,"Each element has a unique set of electron energy levels. When excited electrons fall to lower levels, they emit photons with energies equal to the level differences, producing a characteristic pattern of wavelengths.",intermediate,en,facts_yaml,facts
qna,science,physics,atomic_physics,How does a laser produce its light?,"A laser produces light by stimulated emission, in which an incoming photon causes an excited atom to emit an identical photon. Mirrors amplify this process, creating an intense beam of light that is coherent, has a single wavelength, and is highly directional.",intermediate,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What is the half-life of a radioactive substance?,The half-life is the time it takes for half of the radioactive nuclei in a sample to decay. It is constant for a given isotope and ranges from fractions of a second to billions of years.,beginner,en,facts_yaml,facts
qna,science,physics,nuclear_physics,"What is the difference between alpha, beta, and gamma radiation?",Alpha particles are helium nuclei that are stopped by paper; beta particles are fast electrons or positrons that are stopped by thin aluminum; gamma rays are high-energy electromagnetic waves that need thick lead or concrete to reduce them.,intermediate,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What is nuclear fission?,"Nuclear fission is the splitting of a heavy nucleus, such as uranium-235, into smaller nuclei, releasing a large amount of energy and several neutrons. These neutrons can trigger further fissions in a chain reaction, which is used in nuclear power plants.",beginner,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What is nuclear fusion?,"Nuclear fusion is the joining of light nuclei, such as hydrogen isotopes, to form a heavier nucleus, releasing energy. Fusion powers the Sun and other stars but requires extremely high temperatures and pressures.",beginner,en,facts_yaml,facts
qna,science,physics,relativity,What does the equation E = mc² mean?,"E = mc² expresses mass-energy equivalence: a mass m corresponds to an energy equal to m multiplied by the speed of light squared. Because c² is so large, a small amount of mass converts into an enormous amount of energy, as in nuclear reactions.",intermediate,en,facts_yaml,facts
qna,science,physics,relativity,What is time dilation?,"Time dilation is the effect in relativity where time passes more slowly for a clock that is moving fast relative to an observer, or that is deeper in a gravitational field. GPS satellites must correct for it to give accurate positions.",advanced,en,facts_yaml,facts
qna,science,physics,relativity,What is length contraction in special relativity?,"Length contraction is the shortening of an object along its direction of motion, as measured by an observer relative to whom it moves at a speed close to the speed of light. At everyday speeds, the effect is far too small to notice.",advanced,en,facts_yaml,facts
qna,science,physics,relativity,Why can no object with mass reach the speed of light?,"According to special relativity, the energy required to accelerate a massive object grows without limit as its speed approaches the speed of light. Reaching it would require infinite energy, so only massless particles such as photons travel at light speed.",advanced,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What is nuclear binding energy?,"Nuclear binding energy is the energy needed to separate a nucleus into its individual protons and neutrons. It corresponds to the mass defect, the fact that a nucleus weighs slightly less than its separate nucleons.",advanced,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What is a neutrino?,"A neutrino is an electrically neutral, extremely light elementary particle that interacts only through the weak force and gravity. Trillions pass through your body every second, mostly from the Sun, without interacting.",advanced,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What is the Standard Model of particle physics?,"The Standard Model is the theory describing the known elementary particles, namely quarks, leptons, gauge bosons, and the Higgs boson, and three of the four fundamental forces: electromagnetic, weak, and strong. It does not include gravity.",advanced,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What is a quark?,"A quark is an elementary particle that combines with other quarks to form protons, neutrons, and other hadrons. There are six types, called flavors, and a proton, for example, contains two up quarks and one down quark.",intermediate,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What are the four fundamental forces of nature?,"The four fundamental forces are gravity, electromagnetism, the strong nuclear force, and the weak nuclear force. All physical interactions between particles can be traced to one of these forces.",beginner,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What does the strong nuclear force do?,"The strong nuclear force holds quarks together inside protons and neutrons and binds protons and neutrons together in the nucleus. It is the strongest fundamental force but acts only over very short distances, about the size of a nucleus.",intermediate,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What role does the weak nuclear force play?,"The weak nuclear force is responsible for certain kinds of radioactive decay, such as beta decay, in which a neutron changes into a proton. It also plays a key role in the fusion reactions that power the Sun.",advanced,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What is antimatter?,"Antimatter consists of particles with the same mass as ordinary particles but opposite charge and other quantum properties, such as the positron (anti-electron). When a particle meets its antiparticle, they annihilate and convert their mass into energy.",intermediate,en,facts_yaml,facts
qna,science,physics,kinematics,What is free fall?,"Free fall is motion in which gravity is the only force acting on an object. Near Earth's surface, all objects in free fall accelerate downward at about 9.8 m/s², regardless of their mass.",beginner,en,facts_yaml,facts
qna,science,physics,gravitation,What is the value of the acceleration due to gravity at Earth's surface?,"The acceleration due to gravity at Earth's surface is about 9.8 meters per second squared, usually written g. It varies slightly with latitude and altitude.",beginner,en,facts_yaml,facts
qna,science,physics,units,What is a newton?,The newton is the SI unit of force. One newton is the force needed to give a 1-kilogram mass an acceleration of 1 meter per second squared.,beginner,en,facts_yaml,facts
qna,science,physics,units,What is a joule?,The joule is the SI unit of energy and work. One joule is the work done when a force of one newton moves an object one meter in the direction of the force.,beginner,en,facts_yaml,facts
qna,science,physics,units,What is a watt?,"The watt is the SI unit of power, equal to one joule of energy transferred per second. A 100-watt bulb uses 100 joules of electrical energy every second.",beginner,en,facts_yaml,facts
qna,science,physics,units,What are the seven SI base units?,"The seven SI base units are the meter (length), kilogram (mass), second (time), ampere (electric current), kelvin (temperature), mole (amount of substance), and candela (luminous intensity). All other SI units are derived from them.",intermediate,en,facts_yaml,facts
qna,science,physics,measurements,What is dimensional analysis?,"Dimensional analysis checks equations and converts units by tracking the physical dimensions, such as length, mass, and time, of each quantity. A valid physical equation must have the same dimensions on both sides.",intermediate,en,facts_yaml,facts
qna,science,physics,mechanics,What is the coefficient of friction?,The coefficient of friction is a number that describes how strongly two surfaces resist sliding against each other. It is the ratio of the friction force to the normal force pressing the surfaces together.,intermediate,en,facts_yaml,facts
qna,science,physics,mechanics,Why is it harder to start pushing a heavy box than to keep it moving?,"Static friction, which resists the start of motion, is usually greater than kinetic friction, which acts once the surfaces are sliding. More force is therefore needed to overcome the initial grip than to maintain motion.",intermediate,en,facts_yaml,facts
qna,science,physics,rotational_motion,Why does a spinning ice skater speed up when pulling in their arms?,"Angular momentum is conserved when no external torque acts. Pulling the arms in reduces the skater's moment of inertia, so the rotation rate must increase to keep the angular momentum constant.",intermediate,en,facts_yaml,facts
qna,science,physics,mechanics,What is mechanical advantage?,"Mechanical advantage is the ratio of the output force produced by a machine to the input force applied to it. A lever or pulley with a mechanical advantage of 4 lets you lift a load four times heavier than the force you exert, at the cost of moving a greater distance.",beginner,en,facts_yaml,facts
qna,science,physics,mechanics,What are the three classes of levers?,"In a first-class lever, the fulcrum is between the effort and the load, as in a seesaw. In a second-class lever, the load is between the fulcrum and the effort, as in a wheelbarrow. In a third-class lever, the effort is between the fulcrum and the load, as in tweezers.",intermediate,en,facts_yaml,facts
qna,science,physics,mechanics,How does a system of pulleys make lifting easier?,"A system of pulleys divides the load among several rope segments, so the pulling force needed is reduced roughly in proportion to the number of supporting segments. The trade-off is that the rope must be pulled through a correspondingly longer distance.",intermediate,en,facts_yaml,facts
qna,science,physics,mechanics,How does an inclined plane make it easier to raise a load?,"An inclined plane lets a load be raised gradually over a longer distance, so a smaller force is needed than lifting it straight up. The total work done is about the same, apart from losses to friction.",beginner,en,facts_yaml,facts
qna,science,physics,mechanics,What is the efficiency of a machine?,"Efficiency is the ratio of useful output energy to total input energy, usually expressed as a percentage. No real machine is 100% efficient because some energy is always lost, mostly as heat from friction.",beginner,en,facts_yaml,facts
qna,science,physics,mechanics,What determines the period of a simple pendulum?,"For small swings, the period of a simple pendulum depends only on its length and the acceleration due to gravity: T = 2π√(L/g). It does not depend on the mass of the bob or, to a good approximation, on the size of the swing.",intermediate,en,facts_yaml,facts
qna,science,physics,sound,What is ultrasound?,"Ultrasound is sound with frequencies above about 20,000 hertz, beyond the range of human hearing. It is used in medical imaging, cleaning, and sonar because its short wavelengths reflect from small structures.",beginner,en,facts_yaml,facts
qna,science,physics,sound,What is infrasound?,"Infrasound is sound with frequencies below about 20 hertz, too low for humans to hear. It is produced by earthquakes, volcanoes, and large animals such as elephants, and can travel very long distances.",intermediate,en,facts_yaml,facts
qna,science,physics,sound,What causes a sonic boom?,"A sonic boom is produced when an object travels faster than the speed of sound. The pressure waves it creates cannot move ahead of it, so they pile up into a shock wave that is heard as a loud boom when it passes an observer.",intermediate,en,facts_yaml,facts
qna,science,physics,sound,What is a Mach number?,"A Mach number is the ratio of an object's speed to the local speed of sound. Mach 1 is the speed of sound, and speeds above Mach 1 are supersonic.",intermediate,en,facts_yaml,facts
qna,science,physics,sound,How fast does sound travel in air at room temperature?,Sound travels at about 343 meters per second in dry air at 20 °C. Its speed increases with air temperature.,beginner,en,facts_yaml,facts
qna,science,physics,sound,What is the difference between an echo and reverberation?,"An echo is a distinct reflected sound heard separately from the original, which requires the reflecting surface to be far enough away. Reverberation is the blending of many close reflections that makes a sound persist and fade gradually, as in a large hall.",intermediate,en,facts_yaml,facts
qna,science,physics,waves,What is the inverse-square law?,The inverse-square law states that the intensity of radiation or the strength of a field spreading from a point source is inversely proportional to the square of the distance from the source. Doubling the distance reduces the intensity to one quarter.,intermediate,en,facts_yaml,facts
qna,science,physics,thermodynamics,What is black-body radiation?,"Black-body radiation is the electromagnetic radiation emitted by an idealized object that absorbs all incoming radiation. Its spectrum depends only on temperature, and explaining it led Max Planck to propose that energy is quantized.",advanced,en,facts_yaml,facts
qna,science,physics,thermodynamics,What does Wien's displacement law state?,"Wien's displacement law states that the peak wavelength of black-body radiation is inversely proportional to temperature. Hotter objects emit most strongly at shorter wavelengths, which is why a heated metal glows red and then white as it gets hotter.",advanced,en,facts_yaml,facts
qna,science,physics,thermodynamics,What does the Stefan-Boltzmann law state?,The Stefan-Boltzmann law states that the total power radiated per unit area of a black body is proportional to the fourth power of its absolute temperature. Doubling the temperature increases the radiated power sixteen times.,advanced,en,facts_yaml,facts
qna,science,physics,optics,Why does a red apple look red?,"The apple's surface absorbs most wavelengths of visible light and reflects mainly red wavelengths. Our eyes detect the reflected light, so we perceive the apple as red.",beginner,en,facts_yaml,facts
qna,science,physics,optics,"Why does combining red, green, and blue light produce white light?","Human eyes have three types of color-sensing cones that respond most strongly to red, green, and blue wavelengths. When all three are stimulated in balanced amounts, the brain perceives white; this additive mixing is how screens create colors.",intermediate,en,facts_yaml,facts
qna,science,physics,matter,What is plasma as a state of matter?,"Plasma is a state of matter in which a gas is so energized that many atoms lose electrons, producing a mixture of free electrons and ions. It conducts electricity and is found in stars, lightning, and neon signs.",beginner,en,facts_yaml,facts
qna,science,physics,matter,What is a Bose-Einstein condensate?,A Bose-Einstein condensate is a state of matter formed when certain atoms are cooled to within a tiny fraction of a degree above absolute zero. The atoms fall into the same lowest quantum state and behave as a single quantum entity.,advanced,en,facts_yaml,facts
qna,science,physics,kinetic_theory,What is Brownian motion?,"Brownian motion is the random, jittery movement of small particles suspended in a fluid. It is caused by uneven collisions with the fluid's fast-moving molecules and provided early evidence that atoms and molecules exist.",intermediate,en,facts_yaml,facts
qna,science,physics,kinetic_theory,What causes gas pressure according to kinetic theory?,"Gas pressure results from countless gas molecules colliding with the walls of their container. Each collision exerts a tiny force, and the combined effect per unit area is the pressure.",intermediate,en,facts_yaml,facts
qna,science,physics,kinetic_theory,What does Boyle's law state?,"Boyle's law states that, at constant temperature, the pressure of a fixed amount of gas is inversely proportional to its volume. Halving the volume doubles the pressure.",beginner,en,facts_yaml,facts
qna,science,physics,kinetic_theory,What does Charles's law state?,"Charles's law states that, at constant pressure, the volume of a fixed amount of gas is directly proportional to its absolute temperature. A gas expands when heated and contracts when cooled.",beginner,en,facts_yaml,facts
qna,science,physics,thermodynamics,Why does a pressure cooker cook food faster?,"A pressure cooker traps steam, raising the pressure inside. Higher pressure raises the boiling point of water to around 120 °C, so food is cooked at a higher temperature and therefore faster.",beginner,en,facts_yaml,facts
qna,science,physics,thermodynamics,Why does sweating cool the body?,"When sweat evaporates, the fastest-moving water molecules escape as vapor, carrying away heat energy from the skin. The energy needed for evaporation, the latent heat, is drawn from the body, which lowers skin temperature.",beginner,en,facts_yaml,facts
qna,science,physics,thermodynamics,What is the triple point of a substance?,"The triple point is the unique combination of temperature and pressure at which a substance's solid, liquid, and gas phases coexist in equilibrium. For water, it occurs at 0.01 °C and about 611 pascals.",advanced,en,facts_yaml,facts
qna,science,physics,thermodynamics,How does a vacuum flask keep drinks hot or cold?,"A vacuum flask has a double wall with a vacuum between the layers, which blocks heat transfer by conduction and convection. Silvered surfaces reflect radiation, and a stopper reduces heat loss through the top.",beginner,en,facts_yaml,facts
qna,science,physics,thermodynamics,Why do dark-colored clothes feel warmer in sunlight than light-colored clothes?,"Dark surfaces absorb most of the visible light that falls on them and convert it to heat, while light-colored surfaces reflect more of it. Dark clothing therefore warms up more in the sun.",beginner,en,facts_yaml,facts
qna,science,physics,electricity,Why does a Faraday cage block external electric fields?,"A Faraday cage is a conducting enclosure. External electric fields cause charges in the conductor to redistribute so that their fields cancel the external field inside, protecting the interior. This is why a car's metal body offers some protection from lightning.",intermediate,en,facts_yaml,facts
qna,science,physics,electricity,What is the Meissner effect?,The Meissner effect is the expulsion of a magnetic field from a material when it becomes superconducting. It allows a magnet to levitate above a superconductor.,advanced,en,facts_yaml,facts
qna,science,physics,electromagnetism,How can electromagnetic waves travel through a vacuum?,"Electromagnetic waves consist of oscillating electric and magnetic fields that regenerate each other as they propagate. Because the fields themselves carry the wave, no material medium is needed.",intermediate,en,facts_yaml,facts
qna,science,physics,optics,What did Young's double-slit experiment demonstrate?,Thomas Young's double-slit experiment showed that light passing through two narrow slits forms a pattern of bright and dark bands on a screen. This interference pattern demonstrated that light behaves as a wave.,intermediate,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What does a Geiger counter detect?,"A Geiger counter detects ionizing radiation such as alpha particles, beta particles, and gamma rays. Radiation ionizes the gas inside its tube, producing a pulse of current that is counted, often as an audible click.",intermediate,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What is critical mass in nuclear physics?,"Critical mass is the minimum amount of fissile material needed to sustain a nuclear chain reaction. Below it, too many neutrons escape without causing further fissions.",advanced,en,facts_yaml,facts
qna,science,physics,nuclear_physics,What is the role of a moderator in a nuclear reactor?,"A moderator, such as water or graphite, slows down the fast neutrons released by fission. Slow neutrons are much more likely to cause further fission in uranium-235, keeping the chain reaction going.",advanced,en,facts_yaml,facts
qna,science,physics,mechanics,What is the center of mass of an object?,"The center of mass is the point where the entire mass of an object can be considered to be concentrated for describing its motion. For a uniform symmetric object, it is at the geometric center.",beginner,en,facts_yaml,facts
qna,science,physics,mechanics,Why is an object with a lower center of gravity more stable?,"An object topples when its center of gravity moves outside its base of support. A low center of gravity must be tilted through a larger angle before this happens, so the object is harder to tip over.",beginner,en,facts_yaml,facts
qna,science,physics,energy,What is the work-energy theorem?,"The work-energy theorem states that the net work done on an object equals the change in its kinetic energy. If positive net work is done, the object speeds up; if negative, it slows down.",intermediate,en,facts_yaml,facts
